"id","mz_ratio","intensity"
"2-nonenyl 4-quinolone M+H",82.785683,929
"2-nonenyl 4-quinolone M+H",82.979637,1142
"2-nonenyl 4-quinolone M+H",83.128365,1306
"2-nonenyl 4-quinolone M+H",84.176918,1262
"2-nonenyl 4-quinolone M+H",84.545097,959
"2-nonenyl 4-quinolone M+H",84.693207,1033
"2-nonenyl 4-quinolone M+H",85.205276,937
"2-nonenyl 4-quinolone M+H",85.564804,920
"2-nonenyl 4-quinolone M+H",86.225723,907
"2-nonenyl 4-quinolone M+H",86.443542,1036
"2-nonenyl 4-quinolone M+H",86.450043,998
"2-nonenyl 4-quinolone M+H",86.48214,1076
"2-nonenyl 4-quinolone M+H",86.512924,2370
"2-nonenyl 4-quinolone M+H",87.810555,1086
"2-nonenyl 4-quinolone M+H",87.810661,1103
"2-nonenyl 4-quinolone M+H",87.81076,1111
"2-nonenyl 4-quinolone M+H",88.074142,973
"2-nonenyl 4-quinolone M+H",88.270683,1056
"2-nonenyl 4-quinolone M+H",88.652924,1252
"2-nonenyl 4-quinolone M+H",88.653183,1129
"2-nonenyl 4-quinolone M+H",88.807304,1098
"2-nonenyl 4-quinolone M+H",89.067558,1052
"2-nonenyl 4-quinolone M+H",89.164116,1128
"2-nonenyl 4-quinolone M+H",89.300568,912
"2-nonenyl 4-quinolone M+H",89.330292,1263
"2-nonenyl 4-quinolone M+H",90.384285,922
"2-nonenyl 4-quinolone M+H",90.422112,1182
"2-nonenyl 4-quinolone M+H",90.495705,1255
"2-nonenyl 4-quinolone M+H",90.9907,946
"2-nonenyl 4-quinolone M+H",91.690323,909
"2-nonenyl 4-quinolone M+H",91.978874,1444
"2-nonenyl 4-quinolone M+H",92.455597,1409
"2-nonenyl 4-quinolone M+H",92.834381,1036
"2-nonenyl 4-quinolone M+H",93.604912,1184
"2-nonenyl 4-quinolone M+H",93.975891,1109
"2-nonenyl 4-quinolone M+H",94.166573,982
"2-nonenyl 4-quinolone M+H",94.588608,907
"2-nonenyl 4-quinolone M+H",95.404144,941
"2-nonenyl 4-quinolone M+H",96.262451,1093
"2-nonenyl 4-quinolone M+H",96.953087,1061
"2-nonenyl 4-quinolone M+H",97.13652,1629
"2-nonenyl 4-quinolone M+H",97.14225,1068
"2-nonenyl 4-quinolone M+H",97.724442,934
"2-nonenyl 4-quinolone M+H",98.003113,1166
"2-nonenyl 4-quinolone M+H",98.152359,979
"2-nonenyl 4-quinolone M+H",98.212357,2648
"2-nonenyl 4-quinolone M+H",98.328758,960
"2-nonenyl 4-quinolone M+H",98.649963,1262
"2-nonenyl 4-quinolone M+H",98.829956,1007
"2-nonenyl 4-quinolone M+H",99.018372,1062
"2-nonenyl 4-quinolone M+H",99.103195,1006
"2-nonenyl 4-quinolone M+H",99.738251,1037
"2-nonenyl 4-quinolone M+H",99.833061,1242
"2-nonenyl 4-quinolone M+H",100.145859,1050
"2-nonenyl 4-quinolone M+H",100.863167,983
"2-nonenyl 4-quinolone M+H",100.916992,922
"2-nonenyl 4-quinolone M+H",100.987617,1163
"2-nonenyl 4-quinolone M+H",101.138741,1131
"2-nonenyl 4-quinolone M+H",101.489807,919
"2-nonenyl 4-quinolone M+H",102.302071,1326
"2-nonenyl 4-quinolone M+H",102.425812,951
"2-nonenyl 4-quinolone M+H",103.209984,986
"2-nonenyl 4-quinolone M+H",103.361778,932
"2-nonenyl 4-quinolone M+H",103.465431,907
"2-nonenyl 4-quinolone M+H",103.875671,1004
"2-nonenyl 4-quinolone M+H",104.124352,1036
"2-nonenyl 4-quinolone M+H",104.840256,1067
"2-nonenyl 4-quinolone M+H",105.325531,982
"2-nonenyl 4-quinolone M+H",106.431732,986
"2-nonenyl 4-quinolone M+H",106.584625,909
"2-nonenyl 4-quinolone M+H",107.010963,1022
"2-nonenyl 4-quinolone M+H",107.345207,1292
"2-nonenyl 4-quinolone M+H",107.420326,926
"2-nonenyl 4-quinolone M+H",107.670158,1142
"2-nonenyl 4-quinolone M+H",107.817505,1265
"2-nonenyl 4-quinolone M+H",107.952271,959
"2-nonenyl 4-quinolone M+H",108.648605,921
"2-nonenyl 4-quinolone M+H",108.67897,921
"2-nonenyl 4-quinolone M+H",108.930077,1002
"2-nonenyl 4-quinolone M+H",108.975243,1252
"2-nonenyl 4-quinolone M+H",109.280617,1310
"2-nonenyl 4-quinolone M+H",110.170036,931
"2-nonenyl 4-quinolone M+H",110.710312,1052
"2-nonenyl 4-quinolone M+H",111.96019,1207
"2-nonenyl 4-quinolone M+H",111.97863,1139
"2-nonenyl 4-quinolone M+H",112.123253,950
